t,Ekin,Epot,Etot
0.0913333,0.0885918,0.0886044,0.177196
0.0915,0.0885895,0.0886067,0.177196
0.0916667,0.0885875,0.0886087,0.177196
0.0918333,0.0885858,0.0886104,0.177196
0.092,0.0885843,0.0886119,0.177196
0.0921667,0.088583,0.0886132,0.177196
0.0923333,0.0885819,0.0886144,0.177196
0.0925,0.0885808,0.0886154,0.177196
0.0926667,0.0885799,0.0886163,0.177196
0.0928333,0.088579,0.0886172,0.177196
0.093,0.0885783,0.0886179,0.177196
0.0931667,0.0885775,0.0886187,0.177196
0.0933333,0.0885769,0.0886193,0.177196
0.0935,0.0885762,0.08862,0.177196
0.0936667,0.0885756,0.0886206,0.177196
0.0938333,0.0885751,0.0886211,0.177196
0.094,0.0885746,0.0886216,0.177196
0.0941667,0.0885741,0.0886221,0.177196
0.0943333,0.0885737,0.0886225,0.177196
0.0945,0.0885733,0.0886229,0.177196
0.0946667,0.088573,0.0886232,0.177196
0.0948333,0.0885728,0.0886234,0.177196
0.095,0.0885726,0.0886236,0.177196
0.0951667,0.0885725,0.0886237,0.177196
0.0953333,0.0885725,0.0886237,0.177196
0.0955,0.0885726,0.0886237,0.177196
0.0956667,0.0885727,0.0886235,0.177196
0.0958333,0.088573,0.0886232,0.177196
0.096,0.0885733,0.0886229,0.177196
0.0961667,0.0885737,0.0886225,0.177196
0.0963333,0.0885743,0.0886219,0.177196
0.0965,0.0885749,0.0886213,0.177196
0.0966667,0.0885756,0.0886206,0.177196
0.0968333,0.0885764,0.0886198,0.177196
0.097,0.0885772,0.088619,0.177196
0.0971667,0.0885781,0.0886181,0.177196
0.0973333,0.0885791,0.0886171,0.177196
0.0975,0.0885801,0.0886161,0.177196
0.0976667,0.0885812,0.088615,0.177196
0.0978333,0.0885822,0.088614,0.177196
0.098,0.0885833,0.0886129,0.177196
0.0981667,0.0885844,0.0886118,0.177196
0.0983333,0.0885854,0.0886108,0.177196
0.0985,0.0885864,0.0886098,0.177196
0.0986667,0.0885873,0.0886089,0.177196
0.0988333,0.0885882,0.088608,0.177196
0.099,0.088589,0.0886072,0.177196
0.0991667,0.0885897,0.0886065,0.177196
0.0993333,0.0885903,0.0886059,0.177196
0.0995,0.0885908,0.0886054,0.177196
0.0996667,0.0885911,0.0886051,0.177196
0.0998333,0.0885914,0.0886048,0.177196
0.1,0.0885915,0.0886047,0.177196
0.100167,0.0885914,0.0886047,0.177196
0.100333,0.0885913,0.0886049,0.177196
0.1005,0.088591,0.0886052,0.177196
0.100667,0.0885906,0.0886056,0.177196
0.100833,0.0885901,0.0886061,0.177196
0.101,0.0885894,0.0886068,0.177196
0.101167,0.0885887,0.0886075,0.177196
0.101333,0.0885878,0.0886084,0.177196
0.1015,0.0885869,0.0886093,0.177196
0.101667,0.088586,0.0886102,0.177196
0.101833,0.0885849,0.0886113,0.177196
0.102,0.0885839,0.0886123,0.177196
0.102167,0.0885828,0.0886134,0.177196
0.102333,0.0885817,0.0886145,0.177196
0.1025,0.0885806,0.0886156,0.177196
0.102667,0.0885796,0.0886166,0.177196
0.102833,0.0885786,0.0886176,0.177196
0.103,0.0885776,0.0886186,0.177196
0.103167,0.0885767,0.0886195,0.177196
0.103333,0.0885758,0.0886204,0.177196
0.1035,0.0885751,0.0886211,0.177196
0.103667,0.0885744,0.0886218,0.177196
0.103833,0.0885738,0.0886224,0.177196
0.104,0.0885733,0.0886229,0.177196
0.104167,0.0885729,0.0886233,0.177196
0.104333,0.0885726,0.0886236,0.177196
0.1045,0.0885724,0.0886238,0.177196
0.104667,0.0885723,0.0886239,0.177196
0.104833,0.0885722,0.088624,0.177196
0.105,0.0885723,0.0886239,0.177196
